14.05,0.01,0.01
29.198,0.04,0.04
32.861,0,0
49.165,0,0
63.861,0.03,0.03
73.748,0.07,0.04
75.474,0.08,0.08
95.081,0.16,0.12
104.55,0.49,0.33
111.34,0.38,0.3
121.51,0.47,0.4
134.48,0.21,0.13
136.22,0.22,0.21
139.12,0.29,0.27
145.71,0.26,0.24
153.91,0.42,0.35
156.83,0.97,0.84
167,0.86,0.73
180.16,0.58,0.53
180.17,0.33,0.33
181.45,0.74,0.61
190.05,0.4,0.35
231.28,0.98,0.87
244.81,0.97,0.84
250.92,0.88,0.76
253.47,0.64,0.56
254.54,0.91,0.82
266.16,0.63,0.57
274.92,0.64,0.57
293.77,1,0.85
312.16,0.96,0.85
317.68,1,0.98
323.79,0.99,0.88
323.97,0.89,0.77
333.87,0.99,0.83
347.58,0.98,0.88
374.31,0.98,0.85
374.6,1,0.89
374.74,0.85,0.76
388.42,0.98,0.86
393.36,1,0.99
399.13,0.96,0.83
404.49,1,0.83
407.24,0.94,0.85
419.44,0.96,0.84
435.32,1,0.9
444.75,1,1
447.7,1,0.99
455.53,0.99,0.85
466.11,1,0.89
467.42,1,0.86
474.98,1,0.97
489.58,0.95,0.82
497.68,1,0.9
500.83,1,0.86
503.76,0.98,0.84
511.37,1,1
515.61,0.98,0.88
534.21,1,0.94
551.22,1,0.98
562.11,0.95,0.8
613.21,1,0.89
661.46,1,1
700.87,0.92,0.84
719.25,1,0.94
734.36,1,0.87
753.34,1,0.9
840.73,1,1
856.09,1,0.99
1253.3,1,0.97
