1.6702,0,0
3.159,0,0
3.749,0.01,0.01
10.119,0.18,0.17
10.451,0.22,0.19
12.783,0.07,0.06
17.618,0.14,0.09
26.081,0.23,0.18
26.807,0.04,0
33.012,0.41,0.31
34.968,0.35,0.29
37.499,0.26,0.23
38.628,0.2,0.17
40.101,0.42,0.26
40.211,0.28,0.17
45.987,0.65,0.53
47.056,0.39,0.19
49.518,0.68,0.49
49.852,0.62,0.55
52.205,0.61,0.46
53.449,0.36,0.31
53.616,0.67,0.58
54.723,0.55,0.43
66.591,0.25,0.22
70.221,0.74,0.53
82.125,0.72,0.41
82.401,0.99,0.66
86.087,0.93,0.63
87.247,0.92,0.8
88.363,0.92,0.68
89.894,0.73,0.48
90.114,0.9,0.82
91.543,0.95,0.83
92.957,0.94,0.77
97.535,0.88,0.67
98.636,0.91,0.67
103.13,0.87,0.57
105.61,0.97,0.64
106.21,0.97,0.7
109.85,0.98,0.84
111.35,0.95,0.71
111.55,0.98,0.87
113.75,0.98,0.89
120.34,0.98,0.81
123.19,0.98,0.64
123.71,0.99,0.81
126.73,0.98,0.67
129.13,1,0.77
130.13,0.98,0.82
136.55,1,0.91
151.24,1,1
156.81,0.91,0.59
156.81,1,0.67
157.49,1,0.74
161.2,0.98,0.82
175.04,1,0.94
180.95,1,0.81
198.26,1,0.95
201.05,1,0.97
203.48,1,1
204.96,1,0.89
235.22,1,0.84
240.14,1,0.96
241.78,1,0.98
264,1,0.95
273.37,1,1
290.11,1,1
314.31,1,1
348.13,1,1
382.72,1,1
