17.192,0.01,0.01
18.404,0,0
31.887,0.21,0.21
56.108,0.08,0.08
63.728,0.4,0.4
83.725,0.49,0.49
84.161,0.81,0.8
89.855,0.61,0.61
92.045,0.5,0.5
97.898,0.61,0.61
100.61,0.82,0.82
117.74,0.65,0.65
137.89,0.96,0.96
140.88,0.83,0.83
148.24,0.85,0.85
163.21,0.96,0.94
166.1,0.99,0.99
166.87,0.99,0.99
171.23,0.97,0.97
173.62,0.99,0.99
180.77,0.94,0.94
192.81,0.95,0.95
198.23,0.89,0.89
233.16,0.94,0.94
239.73,0.99,0.99
243.07,1,1
246.35,0.99,0.99
250.29,1,0.99
250.5,0.97,0.97
260.07,0.99,0.99
266.98,0.94,0.94
271.08,0.99,0.99
271.38,1,1
278.89,0.99,0.99
284.89,0.99,0.99
292.5,1,1
295.41,0.97,0.97
308.43,0.99,0.99
318.09,1,0.99
318.29,1,0.99
342.38,1,1
345.4,0.99,0.99
349.26,1,1
351.35,0.99,0.99
359.6,0.99,0.99
359.78,1,0.99
363.15,0.99,0.99
376.75,0.99,0.99
378.2,0.99,0.99
378.68,1,1
386.8,1,1
387.42,1,0.99
404.16,0.97,0.97
454.04,1,1
457.58,1,0.99
477.43,1,0.99
478.85,1,0.99
479.33,1,1
483.56,1,0.99
483.99,1,0.99
487.93,1,0.99
492.62,1,1
520.61,1,1
523.85,0.98,0.97
544.93,0.99,0.99
565.13,0.99,0.99
624.73,1,1
694.43,0.99,0.98
708.58,0.99,0.99
966.21,1,1
