3.541,0,0
6.3702,0,0
9.4038,0.06,0.06
13.08,0.14,0.14
28.141,0.32,0.32
30.809,0.23,0.23
37.628,0.29,0.29
39.651,0.23,0.23
43.233,0.29,0.28
47.965,0.35,0.32
48.785,0.52,0.48
58.368,0.36,0.34
59.02,0.36,0.36
63.107,0.41,0.37
63.438,0.15,0.14
74.291,0.65,0.56
75.095,0.75,0.58
76.941,0.57,0.51
83.726,0.5,0.5
86.211,0.92,0.87
92.266,0.75,0.68
95.156,0.66,0.58
96.184,0.85,0.74
96.249,0.97,0.89
98.658,0.68,0.65
101.08,0.84,0.75
101.8,0.91,0.85
105.77,0.89,0.86
109.61,0.86,0.84
115.81,0.89,0.89
117.59,0.8,0.64
118.35,0.97,0.84
135.4,0.93,0.88
144.38,1,0.93
149.98,0.99,0.93
150.07,0.79,0.74
152.41,0.8,0.68
152.7,1,0.96
158.66,0.96,0.96
166.37,0.98,0.93
170.52,1,0.96
173,0.86,0.76
174.86,1,1
175.5,0.97,0.96
177.28,1,0.9
177.53,1,0.92
185.5,0.99,0.93
188.83,0.99,0.91
191.83,0.99,0.92
193.33,0.98,0.97
194.05,0.99,0.85
199.38,0.98,0.96
209.96,1,0.97
210.62,1,0.94
211.78,0.98,0.97
212,0.98,0.94
214.82,1,1
232.92,1,1
234.86,1,1
248.89,1,0.97
267.5,1,1
270.73,1,1
273.66,1,1
276,1,1
279.27,1,1
284.98,1,1
331.2,1,1
335.15,1,0.98
379.03,1,1
462.54,1,1
