0,0,0,0,0,0
1,0.43742,1,0.01,1,5.672
2,0.61447,1,0.01,1,7.1277
3,0.68854,1,0.01,1,7.3528
4,0.72447,1,0.01,1,9.5917
5,0.76007,1,0.01,1,9.0544
6,0.42379,1,0.01,1,5.785
7,0.48821,1,0.01,1,6.5119
8,0.54032,1,0.01,1,6.5799
9,0.57765,1,0.01,1,7.7698
10,0.63804,1,0.01,1,8.7254
11,0.49512,1,0.01,1,6.0115
12,0.83052,1,0.01,1,9.4806
13,0.72967,1,0.01,1,7.9473
14,0.62285,1,0.01,1,8.0363
15,0.50938,1,0.01,1,6.6279
16,0.57319,1,0.01,1,7.8257
17,0.5185,1,0.01,1,6.8731
18,0.43347,1,0.01,1,5.9813
19,0.55891,1,0.01,1,6.8514
20,0.4728,1,0.01,1,5.7785
21,0.40891,1,0.01,1,6.0771
22,0.7396,1,0.01,1,8.3016
23,0.68906,1,0.01,1,8.2537
24,0.59286,1,0.01,1,7.2602
25,0.45315,1,0.01,1,6.1739
26,0.43806,1,0.01,1,6.2174
27,0.55503,1,0.01,1,6.8124
28,1.0062,1,0.01,1,11.258
29,0.81855,1,0.01,1,8.6743
30,0.38081,1,0.01,1,5.0599
31,0.4067,1,0.01,1,5.2207
32,0.70739,1,0.01,1,7.7936
33,0.46737,1,0.01,1,6.5372
34,0.72506,1,0.01,1,8.4185
35,0.75582,1,0.01,1,8.0219
36,0.42011,1,0.01,1,5.382
37,0.5459,1,0.01,1,7.9577
38,0.82569,1,0.01,1,8.8621
39,0.48776,1,0.01,1,6.5318
40,0.43745,1,0.01,1,6.9835
41,0.65977,1,0.01,1,7.593
42,0.28586,1,0.01,1,4.4563
43,0.72623,1,0.01,1,8.74
44,0.50065,1,0.01,1,6.3232
45,0.71803,1,0.01,1,8.258
46,0.56913,1,0.01,1,7.685
47,0.59756,1,0.01,1,7.9648
48,1.1829,1,0.01,1,11.54
49,0.6846,1,0.01,1,7.716
50,0.3862,1,0.01,1,5.4663
51,0.38638,1,0.01,1,5.6072
52,0.30611,1,0.01,1,4.7459
53,0.31114,1,0.01,1,4.706
54,0.69365,1,0.01,1,7.4596
55,0.7515,1,0.01,1,9.4978
56,0.48432,1,0.01,1,5.7044
57,0.72639,1,0.01,1,9.994
58,0.67988,1,0.01,1,7.0674
59,0.35984,1,0.01,1,5.6299
60,0.30379,1,0.01,1,5.2751
61,0.31488,1,0.01,1,4.7733
62,0.4541,1,0.01,1,5.8892
63,0.69056,1,0.01,1,8.4097
64,0.36192,1,0.01,1,6.1399
65,0.36256,1,0.01,1,5.0379
66,0.34679,1,0.01,1,5.4983
67,0.39021,1,0.01,1,5.5432
68,0.52109,1,0.01,1,6.3548
69,0.79852,1,0.01,1,9.5657
70,0.69006,1,0.01,1,8.1563
71,0.45332,1,0.01,1,5.7014
72,0.66637,1,0.01,1,7.5684
73,0.55776,1,0.01,1,7.6347
74,0.4627,1,0.01,1,6.9859
75,0.42432,1,0.01,1,5.423
76,0.56974,1,0.01,1,7.7139
77,0.47833,1,0.01,1,6.1078
78,0.60803,1,0.01,1,7.3299
79,0.63662,1,0.01,1,7.6649
80,0.72343,1,0.01,1,8.344
81,0.38717,1,0.01,1,5.5726
82,0.72555,1,0.01,1,8.8107
83,0.73791,1,0.01,1,8.3299
84,0.39823,1,0.01,1,4.9222
85,0.68899,1,0.01,1,8.3304
86,0.60719,1,0.01,1,7.9687
87,0.55634,1,0.01,1,6.4043
88,0.72768,1,0.01,1,8.8319
89,0.37273,1,0.01,1,5.4979
90,0.90912,1,0.01,1,10.747
91,0.52368,1,0.01,1,5.9651
92,0.67649,1,0.01,1,8.9397
93,0.74208,1,0.01,1,8.6812
94,0.48101,1,0.01,1,6.8808
95,0.29034,1,0.01,1,4.6149
96,0.52395,1,0.01,1,7.0486
97,0.59573,1,0.01,1,7.3949
98,0.85701,1,0.01,1,9.5305
99,0.58732,1,0.01,1,8.255
100,0.39247,1,0.01,1,5.3958
