3.541,0.01,0.01
6.3702,0.05,0.05
9.4038,0.15,0.15
13.08,0.29,0.29
28.141,0.73,0.73
30.809,0.5,0.5
37.628,0.73,0.73
39.651,0.77,0.77
43.233,0.88,0.88
47.965,0.81,0.81
48.785,0.73,0.73
58.368,0.9,0.9
59.02,0.89,0.89
63.107,0.91,0.87
63.438,0.89,0.89
74.291,0.96,0.96
75.095,0.96,0.94
76.941,0.83,0.83
83.726,0.85,0.83
86.211,1,1
92.266,0.94,0.93
95.156,1,1
96.184,1,1
96.249,1,1
98.658,0.98,0.98
101.08,1,1
101.8,1,1
105.77,1,1
109.61,1,1
115.81,1,1
117.59,0.98,0.98
118.35,1,1
135.4,1,1
144.38,1,1
149.98,1,1
150.07,1,1
152.41,1,1
152.7,1,1
158.66,1,1
166.37,1,1
170.52,1,1
173,1,1
174.86,1,1
175.5,1,1
177.28,1,1
177.53,1,1
185.5,1,1
188.83,1,1
191.83,1,1
193.33,1,1
194.05,1,1
199.38,1,1
209.96,1,1
210.62,1,1
211.78,1,1
212,1,1
214.82,1,1
232.92,1,1
234.86,1,1
248.89,1,1
267.5,1,1
270.73,1,1
273.66,1,1
276,1,1
279.27,1,1
284.98,1,1
331.2,1,1
335.15,1,1
379.03,1,1
462.54,1,1
