4.1999,0.029703,0.029703
7.6402,0.079208,0.079208
10.554,0.14851,0.14851
14.612,0.24752,0.24752
33.1,0.47525,0.47525
34.099,0.73267,0.73267
42.13,0.73267,0.73267
42.291,0.76,0.76
45.846,0.90099,0.90099
52.264,0.81188,0.81188
59.111,0.9505,0.9505
61.96,0.78218,0.78218
64.235,0.85149,0.85149
69.155,0.89109,0.89109
72.668,0.9505,0.9505
73.228,0.92079,0.92079
81.96,0.9901,0.9901
88.628,1,1
89.812,0.92079,0.92079
97.491,1,1
97.584,0.94059,0.94059
97.646,0.9901,0.9901
101.29,0.95,0.95
103.73,0.99,0.99
104.75,0.9703,0.9703
113.55,0.9901,0.9901
116.24,1,1
117.06,0.9901,0.9901
118.34,0.9901,0.9901
119.27,1,1
133.2,0.9901,0.9901
146.47,1,1
150.35,1,1
155.54,0.9901,0.9901
163.73,1,1
165.33,0.99,0.99
170.23,1,1
172.65,0.99,0.99
174.36,1,1
175.59,0.99,0.99
177.52,1,1
180.59,1,1
182.96,1,1
186.79,1,1
199.04,1,1
201.61,1,1
203.61,1,1
207.05,0.9901,0.9901
210.31,1,1
210.86,1,1
212.77,1,1
229.22,1,1
233.08,1,1
236.18,1,1
246.46,1,1
254.97,1,1
260.25,1,1
260.93,0.9901,0.9901
265.34,1,1
275.01,1,1
276.71,1,1
278.66,1,1
295.17,1,1
301.17,1,1
312.62,1,1
320.4,1,1
330.01,1,1
365.59,1,1
413.24,1,1
542.46,1,1
