17.192,0.05,0.05
18.404,0,0
31.887,0.22,0.22
56.108,0.22,0.22
63.728,0.54,0.54
83.725,0.72,0.72
84.161,0.87,0.87
89.855,0.84,0.84
92.045,0.55,0.55
97.898,0.68,0.68
100.61,0.8,0.8
117.74,0.72,0.72
137.89,1,1
140.88,0.94,0.94
148.24,0.87,0.87
163.21,0.97,0.97
166.1,1,1
166.87,1,1
171.23,1,1
173.62,1,1
180.77,0.96,0.96
192.81,0.94,0.94
198.23,0.91,0.91
233.16,0.97,0.97
239.73,1,1
243.07,1,1
246.35,1,1
250.29,1,1
250.5,0.99,0.99
260.07,1,1
266.98,0.95,0.95
271.08,1,1
271.38,1,1
278.89,1,1
284.89,1,1
292.5,1,1
295.41,1,1
308.43,1,1
318.09,1,1
318.29,0.99,0.99
342.38,1,1
345.4,1,1
349.26,1,1
351.35,1,1
359.6,1,1
359.78,1,1
363.15,1,1
376.75,1,1
378.2,1,1
378.68,1,1
386.8,1,1
387.42,1,1
404.16,1,1
454.04,1,1
457.58,1,1
477.43,1,1
478.85,1,1
479.33,1,1
483.56,1,1
483.99,1,1
487.93,1,1
492.62,1,1
520.61,1,1
523.85,1,1
544.93,1,1
565.13,1,1
624.73,1,1
694.43,1,1
708.58,1,1
966.21,1,1
