3.374,0,0
4.8099,0,0
5.5456,0,0
15.077,0.04,0.02
18.426,0,0
19.429,0.08,0.02
34.013,0.07,0
34.112,0.02,0
37.945,0.08,0.01
38.526,0.16,0.01
49.113,0,0
54.167,0.27,0.03
60.237,0.3,0.06
60.504,0.42,0.04
63.602,0.15,0.02
64.782,0.24,0.03
65.687,0.29,0
73.67,0.33,0
78.394,0.81,0.1
78.579,0.48,0.08
80.264,0.54,0.05
80.554,0.62,0.11
84.017,0.62,0.08
84.128,0.95,0.09
86.866,0.65,0.07
91.48,0.68,0.08
95.67,0.96,0.21
97.173,0.79,0.07
97.255,0.23,0.02
114.8,0.98,0.26
124.23,0.8,0.09
126.19,1,0.25
127.29,0.99,0.08
128.68,0.93,0.23
130.61,0.88,0.08
132.65,1,0.62
137.04,0.98,0.26
137.22,1,0.12
137.7,0.94,0.06
151.13,0.95,0.12
152.75,1,0.11
153.23,0.93,0.23
159.83,0.98,0.06
168.07,0.96,0.16
168.72,0.85,0.21
173.81,0.99,0.17
177.33,1,0.09
179.99,0.91,0
180.03,1,0.23
182.05,1,0.27
192.3,0.99,0.23
192.53,1,0.36
192.78,0.99,0.13
199.31,1,0.32
208.57,1,0.36
236.21,1,0.33
237.87,1,0.89
246.8,1,0.91
249.27,1,0.63
269.98,1,0.71
283.15,1,0.93
296.16,1,1
301.18,1,1
301.56,1,0.94
302.27,1,0.79
313.24,1,0.93
319.35,1,0.82
333.02,1,1
357.65,1,0.97
407.21,1,1
