3.374,0,0
4.8099,0,0
5.5456,0,0
15.077,0.05,0.02
18.426,0.01,0.01
19.429,0.13,0.02
34.013,0.09,0
34.112,0.05,0.01
37.945,0.05,0
38.526,0.21,0
49.113,0.03,0
54.167,0.26,0.02
60.237,0.4,0.07
60.504,0.41,0.07
63.602,0.27,0.07
64.782,0.33,0.02
65.687,0.22,0
73.67,0.23,0
78.394,0.75,0.14
78.579,0.51,0.06
80.264,0.46,0.08
80.554,0.7,0.16
84.017,0.74,0.1
84.128,0.93,0.13
86.866,0.7,0.1
91.48,0.67,0.12
95.67,0.92,0.16
97.173,0.67,0.05
97.255,0.27,0.03
114.8,0.97,0.19
124.23,0.73,0.03
126.19,0.99,0.24
127.29,0.98,0.12
128.68,0.83,0.19
130.61,0.85,0.13
132.65,1,0.47
137.04,0.99,0.19
137.22,0.97,0.15
137.7,0.92,0.09
151.13,0.89,0.14
152.75,0.98,0.15
153.23,0.9,0.19
159.83,0.97,0.1
168.07,0.93,0.11
168.72,0.84,0.11
173.81,0.94,0.25
177.33,0.99,0.13
179.99,0.7,0
180.03,0.99,0.21
182.05,1,0.24
192.3,0.98,0.2
192.53,0.99,0.43
192.78,0.99,0.17
199.31,0.99,0.32
208.57,0.99,0.6
236.21,0.97,0.31
237.87,1,0.66
246.8,1,0.65
249.27,0.98,0.52
269.98,0.96,0.65
283.15,1,0.9
296.16,1,0.99
301.18,1,1
301.56,0.99,0.74
302.27,1,0.73
313.24,1,0.94
319.35,0.99,0.83
333.02,1,0.95
357.65,1,0.9
407.21,1,1
